Employee ID,Name,Age,Gender,Department,Position,Manager,Contact Information,Emergency Contact,Leave Type,Reason for Leave,Leave Start Date,Leave End Date,Return to Work Date,Duration,Leave Request Date,Approval Status,Leave Approval Date,Notification Method,Substitute/Backup Employee,Training Required,Previous Leave History,Leave Balance,Annual Leave Quota,Remote Work Option,Health Status,Comments from HR,Document Attachment,Cost Center
476ce213-cec3-4d70-b876-b6bef61f197c,Dr. Tamara Franklin,45,Female,Marketing,Ceramics designer,Todd Jennings,(738)653-4083,+1-571-831-1914x085,Maternity,Vacation travel,2024-03-24,2024-04-09,2024-04-10,16,2024-03-19,Approved,2024-03-23,Email,Thomas Campbell,True,4 leaves in the past year,12,19,True,Good,No comments,None,Johnston PLC
21c3972b-0210-4072-b4c4-760ce58c9ceb,Erin Romero,61,Male,HR,"Engineer, materials",Linda Johnson,425.539.6109x79873,+1-307-370-2892x4597,Maternity,Medical treatment,2023-08-16,2023-09-12,2023-09-13,27,2023-08-09,Approved,2023-08-13,Email,Shannon Coleman,True,4 leaves in the past year,11,12,True,Good,No comments,None,Dixon-Salinas
51a43df2-4904-43a8-badb-eb2f773d97a1,Anthony King,25,Female,HR,Clinical molecular geneticist,Jesse Curtis,(474)580-0661,(719)845-0081x498,Paternity,Educational course,2024-01-29,2024-02-02,2024-02-03,4,2024-01-21,Denied,2024-01-28,Phone call,Debra Allen,True,5 leaves in the past year,18,14,False,Good,No comments,investment.ods,Morgan Group
4cfb64a7-fd9f-463c-a4ed-ae08d0ff7163,Donna Clayton,38,Female,Operations,Museum/gallery conservator,Danielle George,243-875-3586x8457,4498508103,Paternity,Medical treatment,2024-04-01,2024-04-19,2024-04-20,18,2024-03-22,Denied,2024-03-31,Phone call,Tammy Garza,False,2 leaves in the past year,26,15,True,Good,Please update contact details,None,Livingston-Parsons
a080fcf3-e0e6-4fbd-ac6d-f1012bdaacb4,Beth Hester,41,Other,Sales,Chief Strategy Officer,Jessica Rogers,926-656-7253x4865,752.899.3400,Paternity,Medical treatment,2024-03-20,2024-03-24,2024-03-25,4,2024-03-15,Approved,2024-03-20,Phone call,Brian Olson,False,3 leaves in the past year,25,10,False,Good,No issues,None,"Patterson, Robbins and Valdez"
59f28a87-3024-4fce-80f2-70808864708c,Joanna Garcia,58,Other,Operations,Chiropodist,Candace Garza,(456)926-5266,613.667.3814x68052,Sick,Educational course,2024-02-19,2024-02-28,2024-02-29,9,2024-02-10,Denied,2024-02-19,Phone call,Walter Pennington,True,3 leaves in the past year,30,22,False,Good,No comments,class.txt,Martinez-Estrada
55a7201b-1312-4679-a357-b41690bbbaee,Jamie Barnett,24,Female,Marketing,Risk manager,Kara Berg,3307289502,437.551.2857,Sick,Family obligation,2023-09-12,2023-09-24,2023-09-25,12,2023-09-03,Denied,2023-09-09,Phone call,Robert Simmons,True,2 leaves in the past year,27,30,True,Good,No issues,None,Knapp LLC
53d88ed4-7dc7-4d83-ab11-92747f6f9427,Denise Smith,24,Other,Marketing,Special effects artist,Dylan Brady,905.298.8257x2246,001-620-632-0493x38754,Sick,Educational course,2023-08-03,2023-08-25,2023-08-26,22,2023-07-28,Approved,2023-08-02,Email,Gregory Green,True,4 leaves in the past year,8,29,False,Good,No comments,None,Romero PLC
6a318e29-8e47-4523-bb71-c5f51094872d,Katie Holden,63,Female,Sales,"Engineer, communications",Veronica Rowland,001-459-749-2136x732,891.234.3066x44607,Annual,Vacation travel,2024-04-22,2024-05-02,2024-05-03,10,2024-04-15,Approved,2024-04-19,Email,Daniel Hill,True,5 leaves in the past year,15,14,True,Good,Requires follow-up,None,"Baxter, Fowler and Salas"
d6feb2f4-ca73-498f-a622-2cdd70d2ffa2,Kayla Espinoza,56,Other,IT,Television/film/video producer,Eric Johnson,672-993-6612x0713,226.656.8514,Annual,Educational course,2023-11-25,2023-12-19,2023-12-20,24,2023-11-19,Approved,2023-11-20,Email,Monica Jimenez,False,5 leaves in the past year,13,27,True,Good,Requires follow-up,None,Harris-Payne
605a8223-811d-4022-886a-368e280ff899,Connor Galvan,31,Other,Sales,"Education officer, museum",Linda Hernandez,208-576-1610x666,(838)949-0001x491,Sick,Educational course,2023-11-01,2023-11-30,2023-12-01,29,2023-10-28,Approved,2023-11-01,Email,Autumn Mills,False,3 leaves in the past year,12,26,False,Good,No comments,None,Navarro-Peters
3878f900-e4a1-43d0-8648-721dc9e40701,Taylor Richardson,23,Female,HR,Paediatric nurse,Eric Miller,(590)729-6420,422.879.9594x60359,Sick,Vacation travel,2023-07-03,2023-07-11,2023-07-12,8,2023-06-28,Denied,2023-06-30,Phone call,Logan Green,True,2 leaves in the past year,21,15,False,Good,No comments,None,Williams PLC
4f8737b6-2e8f-4986-b797-4d0d50906998,Johnathan Wiggins,55,Female,Operations,"Engineer, broadcasting (operations)",Kristi Diaz,+1-278-545-4305x86193,7099433844,Annual,Educational course,2023-09-02,2023-09-24,2023-09-25,22,2023-08-23,Denied,2023-08-31,Email,Leslie Bailey,False,0 leaves in the past year,16,20,True,Good,No comments,onto.docx,"Ramirez, Martin and Nolan"
f6696769-9268-47f1-b397-9ca29bbe77c8,April Wheeler,60,Other,Sales,Licensed conveyancer,Karen Williams,(916)576-3330x8902,001-564-876-0296x61086,Paternity,Family obligation,2023-09-12,2023-10-11,2023-10-12,29,2023-09-10,Denied,2023-09-08,Phone call,Christopher Decker,True,1 leaves in the past year,29,21,True,Good,No comments,again.flac,"Smith, Zimmerman and Lester"
3e254e65-9969-460c-a150-a7450b5f392b,Barbara Meyers,59,Other,Sales,Senior tax professional/tax inspector,Jacob Young,4197251246,(218)260-9431,Paternity,Medical treatment,2023-08-30,2023-09-16,2023-09-17,17,2023-08-22,Approved,2023-08-26,Email,Jennifer Nelson,True,3 leaves in the past year,28,29,True,Good,No comments,None,"Campbell, Thompson and Soto"
7cf195aa-1873-4f8b-a5cd-6c68a91f00a8,Jeffery Johnson,37,Other,Operations,Environmental consultant,Joshua Stanley,242.778.4910x8394,001-473-343-9302,Maternity,Family obligation,2024-01-27,2024-02-05,2024-02-06,9,2024-01-22,Denied,2024-01-23,Email,Danielle Mckenzie,False,4 leaves in the past year,23,20,True,Good,No comments,None,Castillo-Allen
ab36b2d7-33fe-4c18-ae15-12661a3587dc,Amanda Little,19,Other,Marketing,Curator,Joshua Johnson,001-878-495-4227x5917,352.465.3526,Sick,Educational course,2023-07-25,2023-08-19,2023-08-20,25,2023-07-16,Denied,2023-07-20,Email,Megan Hernandez,False,0 leaves in the past year,11,11,True,Good,No issues,None,Wallace-Maddox
0ac89031-aab7-4269-a0f8-bb33ab79f3b3,Curtis Mckinney,22,Other,Marketing,"Administrator, charities/voluntary organisations",Ryan Lawrence,398.899.0591,(439)457-0864x02647,Paternity,Family obligation,2024-02-16,2024-02-24,2024-02-25,8,2024-02-15,Denied,2024-02-12,Phone call,Claudia Richardson,True,3 leaves in the past year,6,16,False,Good,No comments,issue.mp4,Green-Whitney
813c7420-2286-4086-a75c-684c7c02a8a5,Felicia Price,22,Other,Marketing,Music tutor,Melissa Allen,382-447-8907x0303,(232)856-6489x089,Paternity,Family obligation,2023-07-14,2023-08-04,2023-08-05,21,2023-07-09,Approved,2023-07-09,Phone call,Alicia Hubbard,False,4 leaves in the past year,1,11,True,Good,No comments,again.mp4,"Mendoza, Smith and Meyer"
0a312028-00a3-4a8d-9a6d-edd1c1a6b851,Nicole Davis,28,Other,Sales,Geochemist,Jason Bates,(249)293-8294,279-840-0102x62017,Maternity,Educational course,2024-03-19,2024-04-17,2024-04-18,29,2024-03-16,Approved,2024-03-14,Phone call,Teresa Wells,True,4 leaves in the past year,23,30,True,Good,Reviewed,None,Henry-Hernandez
8ec8410d-be4f-4f39-b15f-b2692da6f97c,Robert Parker,63,Other,HR,Customer service manager,Andrew Nelson,607-788-5068x418,+1-390-439-2912x120,Maternity,Vacation travel,2024-03-09,2024-03-17,2024-03-18,8,2024-03-03,Denied,2024-03-05,Email,Joseph Johnson,True,1 leaves in the past year,28,28,True,Good,No comments,None,Jimenez-Hawkins
fd22fc19-7710-4754-8bf9-00218a36707d,Gabriel Armstrong,58,Other,HR,"Horticulturist, amenity",Jay Blevins,(495)957-5689x91595,806.649.9760x49730,Paternity,Family obligation,2024-01-20,2024-02-11,2024-02-12,22,2024-01-15,Approved,2024-01-17,Email,Charlene Wiley,True,1 leaves in the past year,6,22,True,Good,No comments,None,"Payne, Hess and Patton"
73b20a81-f67f-481b-a4f5-4aae44a6e159,Jessica Evans,51,Other,Sales,Soil scientist,Allen Allen,001-610-316-0330x632,285-844-2428,Sick,Medical treatment,2024-01-18,2024-02-01,2024-02-02,14,2024-01-12,Denied,2024-01-18,Email,Dylan Cook,False,2 leaves in the past year,30,30,True,Good,No comments,None,"Anderson, Arnold and Shelton"
cbeb2197-47e5-46b6-a3a9-4886d0a147dc,John Williams,22,Female,IT,Politician's assistant,Alan Murray,759.813.5755x3693,+1-684-498-5448x69973,Annual,Educational course,2023-10-05,2023-10-11,2023-10-12,6,2023-10-01,Denied,2023-10-02,Phone call,Veronica Green,True,1 leaves in the past year,30,25,True,Good,Please update contact details,brother.csv,Hull-Wong
6d03efd7-be3f-4995-8f46-b9be71248c57,Jason Holloway,35,Female,Sales,"Scientist, physiological",Robin Welch,654-302-3047x9300,001-703-678-5905x96081,Sick,Vacation travel,2023-08-01,2023-08-24,2023-08-25,23,2023-07-22,Approved,2023-07-31,Email,Victoria Clarke DDS,True,5 leaves in the past year,16,21,False,Good,No comments,brother.png,Boone Group
16e9028f-311a-4b00-86f6-998f5733ac48,Chelsey Perez,38,Female,Sales,Pathologist,Stephanie Pierce,(780)510-0731x74984,+1-958-751-8557,Annual,Vacation travel,2024-04-09,2024-04-12,2024-04-13,3,2024-03-30,Denied,2024-04-04,Email,Mark White,True,3 leaves in the past year,24,14,True,Good,No comments,None,Thomas-Campbell
baee88ae-e01c-4c97-98c2-1e8e0c652ce6,Joseph Weaver,28,Female,Sales,"Engineer, technical sales",Mr. Vincent Green,+1-671-453-4623x85086,001-541-214-7130x816,Paternity,Educational course,2024-04-22,2024-05-17,2024-05-18,25,2024-04-18,Approved,2024-04-20,Phone call,Rebecca Hale,False,4 leaves in the past year,6,30,True,Good,No comments,join.js,Romero and Sons
9ae422b0-b744-4f91-b246-00e1371ad34e,John Robertson,58,Other,Marketing,Geophysicist/field seismologist,Stephen Fuller,707-443-7079,(564)978-6746x83179,Annual,Educational course,2023-09-24,2023-10-01,2023-10-02,7,2023-09-19,Approved,2023-09-23,Email,Carol Pearson,True,4 leaves in the past year,12,19,True,Good,Please update contact details,None,Norris PLC
ccba9c7d-855f-4403-b3cc-12fb01fa39be,Matthew Robinson,61,Female,IT,Chartered accountant,Edward Gregory,551.939.1929x7588,717-657-8877x948,Annual,Medical treatment,2023-07-03,2023-07-04,2023-07-05,1,2023-06-27,Approved,2023-06-30,Email,Amanda Hall,True,3 leaves in the past year,14,21,False,Good,No comments,None,Holden-Cortez
0a92c7a9-62a9-4bd3-953f-cc4d5bdb74de,Bruce Greene,35,Female,Operations,"Therapist, music",Michael Smith,706.964.0680x49767,648-246-0157x607,Paternity,Vacation travel,2023-07-23,2023-08-01,2023-08-02,9,2023-07-14,Approved,2023-07-21,Phone call,David Vega,False,5 leaves in the past year,13,19,False,Good,Requires follow-up,None,"Lee, Swanson and Smith"
e9e6adde-c73d-4049-bf10-6646c5d58b60,Jon Hancock,30,Female,Operations,"Research officer, trade union",Carol Hernandez,979.490.6849x623,(795)206-7329x903,Paternity,Family obligation,2024-01-24,2024-01-31,2024-02-01,7,2024-01-21,Denied,2024-01-23,Phone call,Richard Marks,True,2 leaves in the past year,21,11,True,Good,Requires follow-up,None,Mcbride LLC
88f055ad-f512-48da-a6a6-1f7959361313,Jesse Griffin,40,Female,HR,Fisheries officer,Matthew Phillips,+1-776-442-7618x59314,538-528-3044x7690,Paternity,Family obligation,2024-03-13,2024-03-19,2024-03-20,6,2024-03-08,Denied,2024-03-13,Phone call,Sydney Doyle,True,3 leaves in the past year,22,30,True,Good,No issues,action.numbers,Clayton Inc
6a6cb68c-b3ea-4e9b-ae11-aaa00e00e235,Angela Walker,46,Female,IT,Armed forces operational officer,Randy Fields,+1-723-933-0633x9225,414-454-4103,Maternity,Medical treatment,2024-03-29,2024-04-26,2024-04-27,28,2024-03-28,Approved,2024-03-24,Phone call,Samuel Fisher,False,2 leaves in the past year,18,13,False,Good,No issues,walk.css,Clark-Nichols
3769394d-8ff4-4a12-80b9-23bd1734dbb7,Katherine House,27,Male,Marketing,Fast food restaurant manager,Andrew Hill,3305576807,+1-205-440-5255x814,Sick,Vacation travel,2023-06-24,2023-07-11,2023-07-12,17,2023-06-14,Approved,2023-06-23,Phone call,Bonnie Wilson,False,3 leaves in the past year,9,13,True,Good,No comments,None,Mckinney-Lopez
48e0e833-a8a3-43bf-a87d-0b79733a75e1,Tommy Huerta,25,Male,Sales,Cartographer,Haley Park,364.211.6205,614-812-8827x70861,Sick,Family obligation,2024-01-27,2024-02-26,2024-02-27,30,2024-01-25,Approved,2024-01-23,Email,Tammy Love,False,0 leaves in the past year,29,10,False,Good,No comments,None,"Briggs, Garrison and Pope"
4333a913-2c19-4b89-b373-9fbc662d1c57,William Stewart,53,Male,IT,Building surveyor,Cameron Hopkins,470.864.7018,945-340-9099x000,Sick,Educational course,2023-10-22,2023-11-08,2023-11-09,17,2023-10-12,Approved,2023-10-20,Phone call,Nicole Jones,False,4 leaves in the past year,5,10,True,Good,No comments,None,"Weiss, Kennedy and Kramer"
607464ad-d2e5-4e4c-9df8-d853aac6bec3,David Jones,32,Male,Sales,Further education lecturer,Robert Carroll,341-808-7653,7582549873,Paternity,Family obligation,2023-07-01,2023-07-05,2023-07-06,4,2023-06-23,Approved,2023-06-30,Email,Richard Salas,False,4 leaves in the past year,9,15,True,Good,No comments,boy.bmp,Anderson-Wood
5f3fc4bd-d122-4320-beb9-5d01310d94c1,Brian Gates,42,Female,IT,Press sub,Bryan Quinn,686-285-8375x07804,+1-952-951-5536x416,Paternity,Educational course,2023-06-17,2023-06-27,2023-06-28,10,2023-06-10,Approved,2023-06-16,Email,Eric Calderon,True,3 leaves in the past year,3,16,True,Good,No comments,None,Banks-Hodges
a4a1285b-663f-413a-ae95-5ad10fc0aadb,Lauren Thomas,44,Male,HR,Learning disability nurse,Nicole King,509-263-7961x05939,+1-516-282-7918x050,Sick,Educational course,2024-02-06,2024-02-21,2024-02-22,15,2024-01-28,Approved,2024-02-03,Phone call,Brett Knox,False,2 leaves in the past year,12,21,False,Good,Requires follow-up,None,"Taylor, Olson and Trujillo"
a52880f7-ec86-4cdd-aa38-bb91d31ab1a5,James Glass,62,Other,IT,Dramatherapist,Dawn York,767-477-5138x8159,474.321.0978x308,Sick,Vacation travel,2023-11-04,2023-11-11,2023-11-12,7,2023-11-01,Denied,2023-11-01,Email,Jason James,True,5 leaves in the past year,22,27,False,Good,No comments,None,Ramirez-Brown
6260f75c-0afd-43a0-965a-7ffc1f333933,Meghan Rogers,33,Male,Marketing,Applications developer,Diana Davis,341.463.9556x4494,(380)344-9107x9266,Sick,Vacation travel,2023-09-30,2023-10-27,2023-10-28,27,2023-09-28,Approved,2023-09-27,Phone call,Philip Harmon,False,4 leaves in the past year,6,10,False,Good,No comments,None,Morris-Hall
78350d17-4c5d-4fa7-8f24-4686c9209c7f,Patricia Salinas,58,Female,IT,"Pharmacist, community",Steven Herrera,667.511.7122x05504,7512030467,Annual,Medical treatment,2023-10-16,2023-11-01,2023-11-02,16,2023-10-08,Denied,2023-10-12,Phone call,Teresa Mccormick,False,3 leaves in the past year,28,12,False,Good,No comments,None,Castro and Sons
a5f694d8-418a-493c-86a5-d52bf7309b04,Justin Serrano,65,Other,HR,Teaching laboratory technician,Steven Duncan,7004476931,(848)212-0521x04898,Maternity,Vacation travel,2024-02-23,2024-03-07,2024-03-08,13,2024-02-14,Approved,2024-02-22,Email,Michael Powell,True,1 leaves in the past year,29,11,True,Good,Requires follow-up,None,Hubbard-Lane
e8d338c9-531d-47b3-b902-a147a1233450,Travis Navarro,39,Female,Operations,"Therapist, art",Morgan Palmer,394-258-9324,+1-309-704-2346x555,Sick,Educational course,2024-03-20,2024-04-02,2024-04-03,13,2024-03-12,Approved,2024-03-16,Phone call,Nina Tate,False,5 leaves in the past year,1,21,True,Good,No comments,None,"Gray, Wong and Payne"
47061b77-7389-4cfc-b3a5-7d381ddc2c84,Jacob Wallace,35,Female,Marketing,Occupational hygienist,Justin Shaw,694.897.2373,(861)582-3114,Paternity,Vacation travel,2023-09-10,2023-10-04,2023-10-05,24,2023-09-06,Approved,2023-09-07,Email,Melissa Schmidt,False,1 leaves in the past year,17,27,True,Good,No comments,None,"Torres, Curtis and Gross"
84ab2066-c777-4664-b506-398a48a49db6,Cody Moore,60,Male,Marketing,Clinical molecular geneticist,Michele Smith,001-658-363-9158x3030,762-343-7689x743,Sick,Medical treatment,2023-11-13,2023-11-30,2023-12-01,17,2023-11-12,Denied,2023-11-11,Phone call,Cynthia Atkinson,True,2 leaves in the past year,25,24,False,Good,No comments,sit.bmp,Davenport PLC
00bc46c5-20fb-4b90-ae0c-6bdaa2b0be83,Crystal Gray,46,Female,Sales,Outdoor activities/education manager,Briana King,599.680.8798,(846)796-7491x93169,Maternity,Educational course,2024-01-19,2024-02-04,2024-02-05,16,2024-01-15,Approved,2024-01-19,Phone call,Renee Lucas,False,4 leaves in the past year,5,29,True,Good,No comments,None,Andrade-Perez
096f2555-0dd4-4864-b47e-99af18fdfbe9,Randall Anderson,40,Male,HR,Clinical cytogeneticist,Erin Garcia,395.964.1268x16507,(343)740-2309x5798,Annual,Family obligation,2023-06-04,2023-06-09,2023-06-10,5,2023-05-26,Denied,2023-05-31,Phone call,Angelica Rocha,False,5 leaves in the past year,22,28,False,Good,Reviewed,ask.mp3,Willis PLC
9c54ee87-560f-4afb-ad4f-90cb22edd961,Cynthia Riley,59,Female,Marketing,Textile designer,Kevin Ramos,(861)502-1040,(733)978-9470x35495,Paternity,Medical treatment,2024-01-02,2024-01-22,2024-01-23,20,2023-12-30,Denied,2024-01-01,Email,Michael Johnson,False,1 leaves in the past year,12,27,False,Good,No issues,None,Henderson-Barnes
127dca64-f3aa-43af-ac88-2ff2dbdac965,Ronald Torres,52,Female,Sales,Research scientist (life sciences),Charles Rodriguez,541.787.5578x96089,+1-231-772-4977x42790,Annual,Educational course,2023-06-11,2023-06-20,2023-06-21,9,2023-06-02,Approved,2023-06-06,Email,Cindy Ramirez,True,1 leaves in the past year,2,30,False,Good,No comments,None,"White, Miller and Bautista"
5a4c126f-2d58-4774-a0ec-e2b9dbfe73cf,Eric Campbell,51,Female,Operations,Dramatherapist,Destiny Carpenter,263-637-1006x8831,+1-235-620-4518x16383,Maternity,Educational course,2023-06-01,2023-06-27,2023-06-28,26,2023-05-31,Approved,2023-05-27,Phone call,Donald Humphrey,False,2 leaves in the past year,11,21,False,Good,Requires follow-up,None,"Graham, Vazquez and Bowers"
7960dadf-7bc9-4499-91ff-30e1732af3ef,Shaun Rocha,34,Other,Operations,Site engineer,Jessica Hughes,984-429-8946x296,(245)543-5651x5835,Sick,Educational course,2023-12-27,2024-01-14,2024-01-15,18,2023-12-22,Approved,2023-12-27,Email,Christopher Smith,True,0 leaves in the past year,30,23,True,Good,Please update contact details,None,Coleman-Snyder
66a3321f-abee-490e-b7c7-a68ac6ac3602,Anita Fox,57,Other,Marketing,"Engineer, water",George Donovan,(615)652-3018,(548)938-9857,Sick,Family obligation,2023-12-13,2024-01-08,2024-01-09,26,2023-12-11,Approved,2023-12-12,Email,Vanessa Gilmore,False,1 leaves in the past year,1,28,True,Good,No issues,opportunity.mp3,"Rhodes, Turner and Fletcher"
4adc2036-7d9b-4f3e-b7a9-fa467d31eaab,Jenna Rivera,21,Other,Marketing,Hydrologist,Rebecca Peterson,+1-354-429-9565x184,779-602-1511,Maternity,Educational course,2023-06-29,2023-07-23,2023-07-24,24,2023-06-24,Approved,2023-06-25,Email,Scott Lutz,False,4 leaves in the past year,23,11,False,Good,Reviewed,None,Webster-Davis
8539401a-ae9b-44b5-a1d7-2a15f368ee70,Jennifer Macias,57,Other,Operations,"Engineer, manufacturing",Ashley Foster,+1-954-595-2764x52676,944-719-1446,Maternity,Vacation travel,2024-01-06,2024-01-29,2024-01-30,23,2024-01-05,Approved,2024-01-04,Phone call,Richard Larsen,False,2 leaves in the past year,10,17,False,Good,No comments,court.webm,"Moody, Smith and Smith"
82800c51-89a3-4d4b-9afe-81d46951ef4b,Michael Reed,22,Female,Marketing,Special effects artist,Bethany Brown,(611)991-2858x20430,251-422-2079,Sick,Medical treatment,2023-06-04,2023-06-14,2023-06-15,10,2023-05-29,Denied,2023-05-30,Phone call,Christopher Snow,True,2 leaves in the past year,11,28,False,Good,No comments,None,Baker-Ward
44f1ce02-a5a7-478c-8d89-eadf2721e767,Russell Bates,43,Male,HR,Industrial buyer,Brian Trujillo,762.820.6210x39579,754.239.5904,Sick,Vacation travel,2023-05-28,2023-06-12,2023-06-13,15,2023-05-21,Denied,2023-05-23,Phone call,Eric Schneider,False,4 leaves in the past year,15,29,True,Good,No issues,None,Williams Ltd
e09d6acf-b082-4025-a220-9fecee11d3f9,Andrea Pollard,49,Other,Operations,Ranger/warden,Theresa Ferguson,674.644.7847,331.527.8179,Maternity,Family obligation,2024-05-03,2024-05-17,2024-05-18,14,2024-04-29,Approved,2024-05-03,Email,Felicia Gonzales,True,0 leaves in the past year,22,16,False,Good,No issues,so.avi,"Robinson, Boyd and Spears"
d6a6b30a-4e1b-470e-8df8-b5630ad2c5fe,Scott Burton,25,Other,IT,Database administrator,Kelly Gomez,6862563963,839-761-7924x8260,Sick,Vacation travel,2023-06-06,2023-07-02,2023-07-03,26,2023-05-31,Approved,2023-06-02,Email,Olivia Cooley,False,3 leaves in the past year,21,12,False,Good,No comments,None,Snow Ltd
60b9f1d5-1155-4075-81b3-b28fae324637,Lauren Martinez,35,Female,IT,Prison officer,Brian Smith,(695)666-1234,951-305-6390,Maternity,Family obligation,2023-06-11,2023-07-04,2023-07-05,23,2023-06-02,Approved,2023-06-07,Email,Kevin Matthews,True,2 leaves in the past year,27,28,False,Good,Requires follow-up,None,Ramos-Vang
ab75842b-74a1-4a10-8483-6e37a11b998d,Christina Parker,37,Female,Marketing,"Scientist, marine",Rachel Olson,(578)643-7649x965,8887875377,Annual,Vacation travel,2024-05-02,2024-05-20,2024-05-21,18,2024-04-28,Denied,2024-04-27,Email,Thomas Hamilton,True,4 leaves in the past year,24,16,False,Good,Please update contact details,None,Peterson-Wright
3872ccc0-d16d-4ead-9382-6c5ad32969b7,Melissa King,61,Other,IT,"Teacher, English as a foreign language",Christine Delacruz,+1-508-283-0734x36044,4366885863,Sick,Medical treatment,2023-06-15,2023-07-08,2023-07-09,23,2023-06-12,Denied,2023-06-12,Email,Jeremy Brown,True,3 leaves in the past year,23,12,False,Good,No comments,particularly.webm,Larson-Chen
7c2b45a1-d12c-4355-962e-3b6e7ccdab7b,Valerie Mccoy,48,Male,Sales,"Engineer, communications",Mark Weaver,886-922-8531x57759,(964)365-3790,Sick,Vacation travel,2023-09-22,2023-10-02,2023-10-03,10,2023-09-15,Denied,2023-09-22,Email,Samuel Bell MD,True,3 leaves in the past year,14,22,False,Good,No comments,None,Blackwell Inc
dd6b4332-bc21-4ec5-b3cf-6711a1a27a1f,Kim Johnson,21,Other,IT,Astronomer,Victoria Martinez,8008599458,+1-472-486-3020,Sick,Educational course,2023-12-01,2023-12-07,2023-12-08,6,2023-11-21,Approved,2023-11-26,Email,Katherine Flores,False,3 leaves in the past year,1,24,True,Good,No comments,everyone.png,Moore-Cabrera
bd7640ea-f543-4ae6-b43e-cab2aae762bc,Ann Day,63,Female,Sales,Chartered management accountant,Brian Luna,397.597.5974,(605)885-1179x73470,Paternity,Vacation travel,2023-09-09,2023-10-07,2023-10-08,28,2023-09-03,Approved,2023-09-05,Phone call,Emily Cooper,False,2 leaves in the past year,17,30,True,Good,No comments,billion.png,"Smith, Contreras and Patton"
9eab2bf2-00c9-40a4-9868-0aea7e34d097,Christopher Davis,18,Male,HR,Primary school teacher,Xavier Carlson,+1-259-477-2477x5805,999.252.1330x508,Maternity,Family obligation,2023-07-15,2023-07-19,2023-07-20,4,2023-07-09,Denied,2023-07-10,Phone call,John Robinson,True,1 leaves in the past year,3,27,False,Good,Please update contact details,None,Fuller LLC
60fffc30-12de-474e-bbf2-65b06e5d69da,Alan Herrera,37,Other,IT,Sports development officer,Mary Smith,001-920-332-1262x25514,655.440.6385,Annual,Medical treatment,2023-05-21,2023-05-26,2023-05-27,5,2023-05-12,Approved,2023-05-16,Phone call,Michelle Wilkinson,True,2 leaves in the past year,15,11,True,Good,Requires follow-up,None,Henderson PLC
46350a5a-71ef-42e7-a0c7-a1934d03e099,Angela Morales,43,Other,HR,"Designer, interior/spatial",Steven Lee,001-675-824-0151x6586,348.639.2900x21989,Sick,Vacation travel,2024-03-01,2024-03-06,2024-03-07,5,2024-02-21,Denied,2024-02-27,Phone call,David Lawson,False,3 leaves in the past year,10,12,False,Good,No comments,None,"Baker, Griffith and Bartlett"
e2f8a244-1c82-4c5c-ab0f-2ac851aca814,Leonard Hayes,22,Female,Marketing,Dancer,Katrina Conway,(848)505-9594x068,426.222.2344x74709,Annual,Vacation travel,2023-05-16,2023-06-03,2023-06-04,18,2023-05-14,Approved,2023-05-16,Email,Christina Serrano,False,2 leaves in the past year,16,18,True,Good,Requires follow-up,None,Mckenzie-Parker
4b577734-830d-452c-a457-8fa905461361,Darryl Willis,18,Other,HR,Astronomer,Debra Gonzalez,4782214890,(293)710-1860,Sick,Educational course,2023-09-24,2023-10-18,2023-10-19,24,2023-09-20,Denied,2023-09-24,Phone call,Charles Jones,False,2 leaves in the past year,17,14,False,Good,Reviewed,None,Dixon-Wang
43d0116a-2ab0-4621-ad1f-9073f7c28de7,Kathleen Nichols,50,Female,IT,Chief Marketing Officer,Miguel Washington,001-822-326-9544,+1-651-521-2341x023,Sick,Educational course,2023-05-10,2023-05-15,2023-05-16,5,2023-05-01,Denied,2023-05-08,Phone call,Joseph Vincent,True,3 leaves in the past year,26,12,True,Good,No comments,the.ods,Roberts-Morris
1033bd86-2096-4ea1-b194-e775a397d8d3,Michael Ramos,59,Male,Marketing,Senior tax professional/tax inspector,Tiffany Johnson,269.689.7725x6715,789.748.3347x834,Annual,Medical treatment,2023-09-30,2023-10-28,2023-10-29,28,2023-09-20,Approved,2023-09-27,Email,Traci Gomez,False,3 leaves in the past year,0,28,True,Good,Requires follow-up,None,Ramirez-Watson
8b522301-725d-4163-8b23-765715649d8e,Michael White,38,Other,Marketing,Special educational needs teacher,Rachael Myers MD,001-398-854-9341,(429)763-0525x766,Paternity,Medical treatment,2023-12-31,2024-01-10,2024-01-11,10,2023-12-25,Approved,2023-12-26,Email,Blake Jones,False,3 leaves in the past year,11,30,True,Good,No comments,None,"Turner, Sutton and Jackson"
90fde13a-c7ac-4680-8a13-55c9539c5707,Margaret Miller,42,Other,HR,"Secretary, company",Lauren Phillips,(774)851-7284,+1-939-207-3409,Annual,Vacation travel,2023-09-02,2023-09-29,2023-09-30,27,2023-08-31,Approved,2023-08-30,Email,Daniel Leon,False,5 leaves in the past year,26,26,True,Good,No issues,major.csv,Bond-Miller
850926c7-c05e-4ca0-a8e8-454095804f03,Frank Young,32,Other,IT,Senior tax professional/tax inspector,Katie Olsen,741.651.1333,(351)218-6731x14534,Paternity,Vacation travel,2023-07-02,2023-07-18,2023-07-19,16,2023-06-24,Approved,2023-07-02,Email,Tina Green,True,4 leaves in the past year,28,12,True,Good,No issues,None,Olson Inc
